game_id,date,home,vis,pos,team,event,event_deets,block,ORL_desc,neut_desc,MIA_desc,ORL_score,MIA_score
0022100493,2021-12-26,ORL,MIA,ORL,ORL,oreb,0,False,Robinson REBOUND (Off:1 Def:0),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg3_make,1,False,Robinson 24' 3PT Jump Shot (3 PTS) (Vincent 3 AST),,,33,40
0022100493,2021-12-26,ORL,MIA,MIA,MIA,timeout,1,False,,,Magic Timeout: Regular (Reg.2 Short 0),,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg_miss,57,False,,,MISS Lopez 2' Driving Hook Shot,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,dreb,0,False,Yurtseven REBOUND (Off:3 Def:5),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_miss,1,False,MISS Yurtseven 16' Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,oreb,0,False,Robinson REBOUND (Off:2 Def:0),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,foul,4,False,Yurtseven OFF.Foul (P2) (B.Taylor),,,,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,tov,37,False,Yurtseven Offensive Foul Turnover (P2.T6),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_make,57,False,,,Schofield 5' Driving Hook Shot (4 PTS),35,40
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg3_miss,1,False,MISS Vincent 24' 3PT Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,oreb,0,False,,,Schofield REBOUND (Off:0 Def:3),,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,foul,2,False,Butler S.FOUL (P1.T3) (B.Taylor),,,,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,ft_make,11,False,,,Wagner Free Throw 1 of 2 (3 PTS),36,40
0022100493,2021-12-26,ORL,MIA,MIA,MIA,ft_make,12,False,,,Wagner Free Throw 2 of 2 (4 PTS),37,40
0022100493,2021-12-26,ORL,MIA,ORL,MIA,foul,1,False,,,Harris P.FOUL (P1.T4) (B.Taylor),,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg3_miss,1,False,MISS Robinson 29' 3PT Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,MIA,dreb,0,False,,,Gravett REBOUND (Off:0 Def:2),,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg_make,79,False,,,Harris 20' Pullup Jump Shot (13 PTS) (Lopez 1 AST),39,40
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg3_miss,1,False,MISS Strus 25' 3PT Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,oreb,0,False,Butler REBOUND (Off:2 Def:1),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_miss,47,False,MISS Butler 10' Turnaround Jump Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,oreb,0,False,Yurtseven REBOUND (Off:4 Def:5),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_miss,3,False,MISS Yurtseven 1' Hook Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,oreb,0,False,Butler REBOUND (Off:3 Def:1),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_miss,97,False,MISS Butler Tip Layup Shot,,,,
0022100493,2021-12-26,ORL,MIA,ORL,MIA,dreb,0,False,,,Gravett REBOUND (Off:0 Def:3),,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg3_miss,79,False,,,MISS Gravett 26' 3PT Pullup Jump Shot,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,dreb,0,False,Yurtseven REBOUND (Off:4 Def:6),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_make,57,False,Yurtseven 4' Driving Hook Shot (12 PTS) (Vincent 4 AST),,,39,42
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg3_miss,1,False,,,MISS Lopez 26' 3PT Jump Shot,,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,oreb,0,False,,,Magic Rebound,,
0022100493,2021-12-26,ORL,MIA,MIA,,period_end,0,False,,End of 2nd Period (4:36 PM EST),,39,42
0022100493,2021-12-26,ORL,MIA,MIA,,period_start,0,False,,Start of 3rd Period (4:52 PM EST),,39,42
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg_miss,5,False,MISS Robinson 2' Layup,,,,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,oreb,0,False,,,Carter Jr. REBOUND (Off:3 Def:8),,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg_miss,6,False,,,MISS Wagner 3' Driving Layup,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,dreb,0,False,Butler REBOUND (Off:3 Def:2),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg3_make,1,False,Strus 24' 3PT Jump Shot (5 PTS) (Vincent 5 AST),,,39,45
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg_miss,1,False,,,MISS Carter Jr. 21' Jump Shot,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,dreb,0,False,Butler REBOUND (Off:3 Def:3),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_make,108,False,Yurtseven 1' Cutting Dunk Shot (14 PTS) (Vincent 6 AST),,,39,47
0022100493,2021-12-26,ORL,MIA,MIA,MIA,foul,2,False,,,Harris S.FOUL (P2.T1) (B.Taylor),,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,timeout,1,False,,,Magic Timeout: Regular (Reg.3 Short 0),,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,ft_make,10,False,MISS Yurtseven Free Throw 1 of 1,,,,
0022100493,2021-12-26,ORL,MIA,ORL,MIA,dreb,0,False,,,Schofield REBOUND (Off:0 Def:4),,
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg3_miss,1,False,,,MISS Harris 25' 3PT Jump Shot,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,dreb,0,False,Strus REBOUND (Off:0 Def:1),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg3_make,1,False,Robinson 24' 3PT Jump Shot (6 PTS) (Vincent 7 AST),,,39,50
0022100493,2021-12-26,ORL,MIA,MIA,MIA,fg3_miss,1,False,,,MISS Schofield 24' 3PT Jump Shot,,
0022100493,2021-12-26,ORL,MIA,MIA,ORL,dreb,0,False,Yurtseven REBOUND (Off:4 Def:7),,,,
0022100493,2021-12-26,ORL,MIA,ORL,ORL,fg_make,1,False,Vincent 11' Jump Shot (2 PTS) (Robinson 2 AST),,,39,52
